,vv_list,vh_list,vv_by_vh
450,"[0.008861815556883812, 0.03316095471382141, 0.05277262255549431, 0.019049610942602158, 0.027005119249224663, 0.04320063441991806, 0.025618599727749825, 0.023501427844166756, 0.03607279434800148, 0.017303286120295525, 0.07863854616880417, 0.014663631096482277, 0.004231377970427275, 0.004517051856964827]","[0.22093309462070465, 0.5014554262161255, 0.13426519930362701, 0.1674918532371521, 0.08687162399291992, 0.08611944317817688, 0.02757544443011284, 0.07908455282449722, 0.1091766208410263, 0.06077991798520088, 0.2303357869386673, 0.056835416704416275, 0.014653644524514675, 0.020119400694966316]","[24.930906449422203, 15.121863364419964, 2.544220711457674, 8.792402833938029, 3.216857633221304, 1.9934763536359248, 1.0763837494304336, 3.3650956592463657, 3.026564002438446, 3.5126228372257198, 2.929044319362573, 3.875944254902237, 3.4630904227718955, 4.454100004175131]"
451,"[0.007255429867655039, 0.03677184879779816, 0.0443180575966835, 0.02172904834151268, 0.03905731439590454, 0.056124527007341385, 0.014959592372179031, 0.017603445798158646, 0.0277766864746809, 0.01609313115477562, 0.02786910906434059, 0.018182190135121346, 0.007366765756160021, 0.003691344754770398]","[0.19858621060848236, 0.29879283905029297, 0.0608283095061779, 0.07180774956941605, 0.07524251192808151, 0.11774397641420364, 0.03551539406180382, 0.022577878087759018, 0.05520685389637947, 0.03508381173014641, 0.019540050998330116, 0.04063063859939575, 0.021407466381788254, 0.010626680217683315]","[27.37070225070835, 8.12558652390043, 1.3725400616549117, 3.3046891166526398, 1.9264640462829996, 2.0979059012613526, 2.374088356033902, 1.2825828730714022, 1.9875248239815, 2.1800488290767035, 0.7011365506237955, 2.2346394079837615, 2.905951823415524, 2.8788100065566202]"
452,"[0.007141178473830223, 0.08279649913311005, 0.03658589720726013, 0.022365618497133255, 0.04557371139526367, 0.013205460272729397, 0.027846062555909157, 0.06032928079366684, 0.07696317136287689, 0.04722319170832634, 0.11151013523340225, 0.018180521205067635, 0.0027563171461224556, 0.0057188887149095535]","[0.09275899082422256, 0.06054915487766266, 0.10691189765930176, 0.13595736026763916, 0.10061132162809372, 0.06468280404806137, 0.07841606438159943, 0.07304734736680984, 0.20003005862236023, 0.1592879742383957, 0.4392787218093872, 0.10104720294475555, 0.010189734399318695, 0.011112075299024582]","[12.989311381048653, 0.7313009065796268, 2.922216094732975, 6.078855377286601, 2.2076613588804603, 4.898186258727979, 2.816055743039294, 1.210810843521246, 2.5990360724512, 3.3730878510338007, 3.939361394279824, 5.557992634259005, 3.6968657302928496, 1.9430480033742576]"
453,"[0.012430967763066292, 0.016527654603123665, 0.03857363387942314, 0.010071167722344398, 0.018098527565598488, 0.010681431740522385, 0.013983995653688908, 0.012859808281064034, 0.031113434582948685, 0.016421299427747726, 0.04591002315282822, 0.005703549832105637, 0.0019657753873616457, 0.004270518664270639]","[0.07828493416309357, 0.04789761081337929, 0.04133659973740578, 0.04919305443763733, 0.023090910166502, 0.02090129628777504, 0.015089042484760284, 0.049932707101106644, 0.05638294294476509, 0.03273148834705353, 0.15888603031635284, 0.0535159632563591, 0.013664208352565765, 0.0064040725119411945]","[6.29757358036808, 2.8980283024747395, 1.0716283528437938, 4.884543261899526, 1.2758446830996897, 1.9567878909417478, 1.079022252182971, 3.8828500402010007, 1.812173541768514, 1.9932337566262157, 3.460813552357464, 9.382922010274095, 6.9510527196624965, 1.4996006376276882]"
454,"[0.014021243900060654, 0.03212874010205269, 0.02933010831475258, 0.02655274234712124, 0.021041732281446457, 0.02930622175335884, 0.02265869826078415, 0.010491816326975822, 0.0076287779957056046, 0.014941583387553692, 0.0439005121588707, 0.009875857271254063, 0.0031181247904896736, 0.003943492192775011]","[0.1182335615158081, 0.035881299525499344, 0.17091397941112518, 0.11009622365236282, 0.0459665022790432, 0.04847235605120659, 0.06498412042856216, 0.03537221625447273, 0.124770388007164, 0.11638318002223969, 0.2240680754184723, 0.1118415892124176, 0.01696794107556343, 0.027924807742238045]","[8.432458800270684, 1.1167975903047287, 5.827253604963953, 4.146322146808279, 2.184539830856709, 1.6539954027219863, 2.86795471128328, 3.371410168849999, 16.35522597163003, 7.78921329845046, 5.103996841941086, 11.32474742602428, 5.441713278222828, 7.081238247003484]"
455,"[0.00792971532791853, 0.01978016272187233, 0.02357662282884121, 0.025883855298161507, 0.0247173011302948, 0.010569575242698193, 0.02327505312860012, 0.0250127874314785, 0.043084751814603806, 0.019480880349874496, 0.10720104724168777, 0.025950025767087936, 0.004075872246176004, 0.01286531426012516]","[0.41321560740470886, 0.10538963973522186, 0.1279938817024231, 0.04139142856001854, 0.1522393673658371, 0.12696906924247742, 0.04223614186048508, 0.030322693288326263, 0.09584208577871323, 0.09055115282535553, 0.6296365857124329, 0.2692258954048157, 0.005987980403006077, 0.05499067157506943]","[52.10976564945287, 5.32804715598649, 5.428847152181973, 1.5991214632913866, 6.15922290881688, 12.012693634987063, 1.81465286575805, 1.212287649722928, 2.224501285074759, 4.648206405412212, 5.8734182352985735, 10.37478335556303, 1.4691285794406383, 4.274335664345789]"
456,"[0.006768242456018925, 0.006199746858328581, 0.016522370278835297, 0.047045111656188965, 0.043572865426540375, 0.06721155345439911, 0.006097361445426941, 0.028342876583337784, 0.018871529027819633, 0.01659483090043068, 0.04658988118171692, 0.02034156210720539, 0.0038398895412683487, 0.005811696872115135]","[0.015461727045476437, 0.09747172892093658, 0.15678410232067108, 0.12748099863529205, 0.22251933813095093, 0.08155325055122375, 0.06972387433052063, 0.09253711998462677, 0.09636643528938293, 0.07749796658754349, 0.04851274937391281, 0.32064470648765564, 0.01138374675065279, 0.020660148933529854]","[2.2844522999802543, 15.721888513882718, 9.4892015900108, 2.7097607837970012, 5.106832794967247, 1.213381425658537, 11.435089580069748, 3.26491630842536, 5.106445542770991, 4.670006404556506, 1.0412722278620121, 15.7630325929628, 2.964602660651702, 3.554925418195582]"
457,"[0.011011307127773762, 0.04484650492668152, 0.04955146834254265, 0.03502674028277397, 0.05302540957927704, 0.028869105502963066, 0.00539272278547287, 0.01618422567844391, 0.04357123002409935, 0.019034579396247864, 0.07074636965990067, 0.15367573499679565, 0.006494225934147835, 0.011457320302724838]","[0.038085609674453735, 0.1909155696630478, 0.2538571357727051, 0.13225115835666656, 0.13116022944450378, 0.07470005005598068, 0.010299966670572758, 0.030533883720636368, 0.14577887952327728, 0.08912137150764465, 0.20020028948783875, 0.49990227818489075, 0.023021632805466652, 0.04224443435668945]","[3.4587728080338986, 4.257089152770569, 5.123100167644373, 3.775719844010355, 2.4735354330155475, 2.587542937494673, 1.9099751795733346, 1.886644707463827, 3.3457600219834656, 4.682077268553275, 2.8298312754458284, 3.2529681943301876, 3.5449386946047983, 3.6871129758537577]"
458,"[0.038742050528526306, 0.015425585210323334, 0.007413830608129501, 0.014927223324775696, 0.03589945286512375, 0.05325474962592125, 0.027416620403528214, 0.0601569265127182, 0.032286398112773895, 0.027502404525876045, 0.009251004084944725, 0.010561136528849602, 0.004196334630250931, 0.003937282599508762]","[0.4348173141479492, 0.28506213426589966, 0.2306501567363739, 0.13685572147369385, 0.15526755154132843, 0.07965398579835892, 0.03674062341451645, 0.06690975278615952, 0.08926285803318024, 0.11630045622587204, 0.058513592928647995, 0.05646797642111778, 0.015469744801521301, 0.027150945737957954]","[11.223394431014622, 18.47982623538498, 31.110793991362396, 9.168196823755252, 4.3250673519921685, 1.4957160883841258, 1.3400857900701846, 1.1122535120209915, 2.764720230525312, 4.228737749691996, 6.32510724148033, 5.346770801311542, 3.686489797548926, 6.895859022500813]"
459,"[0.024512019008398056, 0.01858324371278286, 0.03073796257376671, 0.03855084627866745, 0.014481636695563793, 0.008510744199156761, 0.020557718351483345, 0.01664799079298973, 0.018031856045126915, 0.06260007619857788, 0.10915207117795944, 0.006572517566382885, 0.0017044779378920794, 0.005207647103816271]","[0.22518940269947052, 0.13426989316940308, 0.1195530965924263, 0.059894997626543045, 0.0485050342977047, 0.0049208072014153, 0.10233322530984879, 0.06507943570613861, 0.08332815021276474, 0.36079636216163635, 0.24954713881015778, 0.10707519203424454, 0.01338941603899002, 0.01301686093211174]","[9.186897359304366, 7.225320576140473, 3.8894281397316424, 1.553662329319256, 3.349416596852164, 0.578187651545543, 4.977849368311095, 3.9091465459929724, 4.621163234900828, 5.763513146807204, 2.286233656558847, 16.29135121401771, 7.855435228189961, 2.499566632034785]"
460,"[0.004695121664553881, 0.005036466289311647, 0.008313680067658424, 0.030416090041399002, 0.016063310205936432, 0.027473922818899155, 0.03848874196410179, 0.014059558510780334, 0.024347838014364243, 0.011162579990923405, 0.01979122869670391, 0.05469677597284317, 0.005900835618376732, 0.015856480225920677]","[0.01956304907798767, 0.13536547124385834, 0.11071952432394028, 0.6627411842346191, 0.2929537296295166, 0.13098618388175964, 0.034512709826231, 0.054399389773607254, 0.0489499606192112, 0.021580098196864128, 0.07591724395751953, 0.13419075310230255, 0.036006588488817215, 0.062099751085042953]","[4.166675642439716, 26.877072826066556, 13.317751395637336, 21.789164331528788, 18.237444578593227, 4.76765494120319, 0.8966962302488554, 3.8692103832347136, 2.010443826278649, 1.9332536218698086, 3.8359035268064487, 2.4533576379150386, 6.101947388041681, 3.916364174158155]"
461,"[0.0036362512037158012, 0.01650816947221756, 0.005240084603428841, 0.044715166091918945, 0.03208114579319954, 0.017649218440055847, 0.012735758908092976, 0.028095562011003494, 0.019526565447449684, 0.01770278625190258, 0.015697330236434937, 0.056830842047929764, 0.0037563671357929707, 0.005322716664522886]","[0.07617790251970291, 0.23939889669418335, 0.2756732404232025, 0.11028599739074707, 0.04135627672076225, 0.0668640062212944, 0.009102286770939827, 0.0223245732486248, 0.0524190291762352, 0.03130650892853737, 0.20320501923561096, 0.15377292037010193, 0.08031514286994934, 0.05973317474126816]","[20.949570932244303, 14.501843895961933, 52.608547625894474, 2.4664114444758436, 1.2891147026777587, 3.78849672286581, 0.7147031312877439, 0.7945942935714007, 2.6844981682675546, 1.7684509366525707, 12.945196168706037, 2.705800491930307, 21.381068454320502, 11.222309678702853]"
462,"[0.04792381450533867, 0.026081370189785957, 0.028663670644164085, 0.014423544518649578, 0.02443379908800125, 0.04043002054095268, 0.01479317992925644, 0.020870476961135864, 0.039370112121105194, 0.019955439493060112, 0.0422503761947155, 0.011542524211108685, 0.002721782773733139, 0.020619496703147888]","[0.13898397982120514, 0.10380306094884872, 0.11813102662563324, 0.025800829753279686, 0.0408480130136013, 0.11638472974300385, 0.04647123068571091, 0.07457040995359421, 0.22810982167720795, 0.35891076922416687, 0.45441627502441406, 0.151613250374794, 0.047309257090091705, 0.1370377540588379]","[2.9001026161163037, 3.9799696179114203, 4.121280490978732, 1.7887995367518248, 1.671783125762895, 2.8786710515052683, 3.1413956233848586, 3.5730093803057845, 5.793984558020214, 17.985610858081326, 10.75531902793449, 13.135190154410013, 17.38171669931004, 6.646028078751162]"
463,"[0.003364086616784334, 0.02276434563100338, 0.020770413801074028, 0.03599783405661583, 0.026929069310426712, 0.07222158461809158, 0.010104306042194366, 0.034732215106487274, 0.018213875591754913, 0.015922829508781433, 0.08226705342531204, 0.01905316859483719, 0.004102549981325865, 0.015255233272910118]","[0.053881630301475525, 0.5205440521240234, 0.4492771029472351, 0.12922009825706482, 0.15205110609531403, 0.12391617149114609, 0.025776611641049385, 0.1486794799566269, 0.09827957302331924, 0.09465113282203674, 0.0706535130739212, 0.14330299198627472, 0.06924400478601456, 0.07963357120752335]","[16.01671907989692, 22.866638055920237, 21.63062841453853, 3.5896631462279944, 5.646355777934037, 1.715777522002819, 2.5510521487976865, 4.2807370477461015, 5.395862760137035, 5.944366406098657, 0.8588312104561464, 7.521215763823417, 16.878284262520122, 5.220082170027171]"
464,"[0.030333152040839195, 0.020464368164539337, 0.04584597423672676, 0.018930070102214813, 0.018192391842603683, 0.026163853704929352, 0.08745503425598145, 0.02714688703417778, 0.032491132616996765, 0.05038715898990631, 0.040832772850990295, 0.004413438495248556, 0.0044028437696397305, 0.0052679055370390415]","[0.5097764730453491, 0.056990914046764374, 0.18301759660243988, 0.037247635424137115, 0.04662161320447922, 0.04412665218114853, 0.0727321207523346, 0.07145310938358307, 0.06988213956356049, 0.08055958896875381, 0.26467618346214294, 0.10115861147642136, 0.025625228881835938, 0.021997714415192604]","[16.805918236225796, 2.784885103148127, 3.9920101960844856, 1.9676438186977, 2.5626983855580128, 1.686550180214275, 0.8316516181269475, 2.632092191403898, 2.1508065104201304, 1.5988118914363028, 6.481954689386809, 22.92058937386966, 5.820154023755597, 4.175798950935056]"
465,"[0.007048855535686016, 0.03896662965416908, 0.06414351612329483, 0.021155882626771927, 0.03780608996748924, 0.05101282149553299, 0.0107343178242445, 0.024535633623600006, 0.053681813180446625, 0.015307426452636719, 0.08194420486688614, 0.021389935165643692, 0.008010949939489365, 0.008771094493567944]","[0.03040122799575329, 0.13121984899044037, 0.4607544243335724, 0.05753049626946449, 0.07693136483430862, 0.027699189260601997, 0.02184881828725338, 0.030096789821982384, 0.09926802664995193, 0.041605979204177856, 0.2481154501438141, 0.08911629021167755, 0.11833707988262177, 0.10070963203907013]","[4.312931062616046, 3.3674929075217315, 7.183180034096095, 2.719361668071553, 2.0348934497184064, 0.5429848506424511, 2.0354174941518597, 1.2266563107232449, 1.8491928787179994, 2.7180257460594355, 3.027858413500552, 4.16627210515417, 14.77191603698435, 11.481991456473642]"
466,"[0.03108595684170723, 0.020789237692952156, 0.01309227291494608, 0.010567896999418736, 0.01949264481663704, 0.01707383058965206, 0.05483472719788551, 0.023023009300231934, 0.03529733046889305, 0.04407576099038124, 0.009996185079216957, 0.004248995799571276, 0.03613903746008873, 0.029178615659475327]","[0.1749475598335266, 0.03481986001133919, 0.06899946182966232, 0.03119063936173916, 0.03396977484226227, 0.08076363801956177, 0.036435969173908234, 0.04879674315452576, 0.11279451102018356, 0.2141798734664917, 0.0672827884554863, 0.0555073581635952, 0.11579226702451706, 0.17657099664211273]","[5.627864721178663, 1.6748983548898289, 5.270243163881258, 2.9514518700792345, 1.7426970614715633, 4.730258836497429, 0.6644688691970596, 2.119477194236037, 3.1955535878155854, 4.859357357737571, 6.7308466102107065, 13.063641571308661, 3.2040772295719235, 6.051383612668886]"
467,"[0.016893431544303894, 0.027345646172761917, 0.052940718829631805, 0.015721485018730164, 0.03491690009832382, 0.018886176869273186, 0.020772665739059448, 0.01058880053460598, 0.04147189483046532, 0.04479781165719032, 0.017274873331189156, 0.008190182968974113, 0.0023402769584208727, 0.006077611818909645]","[0.4357213079929352, 0.21441899240016937, 0.15624170005321503, 0.07372387498617172, 0.24685366451740265, 0.059305738657712936, 0.017900170758366585, 0.012773058377206326, 0.06574377417564392, 0.09897211194038391, 0.2040098011493683, 0.0537753701210022, 0.01881965808570385, 0.02319173887372017]","[25.792350526903526, 7.841065120404613, 2.9512576237586696, 4.689370940362124, 7.069747423805609, 3.140166433271111, 0.8617175562936236, 1.2062800064522723, 1.585260920543916, 2.209306845114571, 11.809626457928118, 6.5658325735472545, 8.041637131018296, 3.8159296060275345]"
468,"[0.020088301971554756, 0.03899802640080452, 0.05218658596277237, 0.02962936833500862, 0.05107402801513672, 0.029716918244957924, 0.030728092417120934, 0.023979617282748222, 0.026335857808589935, 0.03398692235350609, 0.028652343899011612, 0.019760597497224808, 0.006430256180465221, 0.0030053926166146994]","[0.39308100938796997, 0.0945662185549736, 0.20802180469036102, 0.21001067757606506, 0.1577407717704773, 0.03960144892334938, 0.07166257500648499, 0.07177349179983139, 0.1396062821149826, 0.12025832384824753, 0.11046978831291199, 0.11556676775217056, 0.013132900930941105, 0.00487134512513876]","[19.567657333336424, 2.4248975469441376, 3.9861163717196346, 7.087922874411286, 3.0884732984782, 1.3326230060907667, 2.3321517663282076, 2.9931041414688364, 5.300996198021975, 3.538370511969634, 3.855523607502238, 5.848343794685401, 2.042360453824245, 1.6208681349014178]"
